"","study","variable","subsample","percentage","n","comment","value","mean","sd","median","moment","minimum","maximum","qualitative","size","recruitmentSetting","year","startyear","endyear","geography","descent","samplingMethod","samplingAselect","dependent","datatype","specifiesSubsample","frequency","depVarValue","depVarName"
"947","May2011b.r","Consumes alcohol: current","Control mothers","2.59999999999999",78,"extracted from Table 3, page 2341",0,NA,NA,NA,NA,NA,NA,NA,112,"school",2011,NA,NA,"Italy","non-native","retrospective",FALSE,FALSE,"logical",FALSE,2.02799999999999,0,NA
"948","May2011b.r","Smoking before","Control mothers","28.8",78,"3 months before pregnancy. Extracted from Table 3, page 2341",0,NA,NA,NA,NA,NA,NA,NA,112,"school",2011,NA,NA,"Italy","non-native","retrospective",FALSE,FALSE,"logical",FALSE,22.464,0,NA
"949","May2011b.r","Smoking current","Control mothers","42.3",78,"extracted from Table 3, page 2341",0,NA,NA,NA,NA,NA,NA,NA,112,"school",2011,NA,NA,"Italy","non-native","retrospective",FALSE,FALSE,"logical",FALSE,32.994,0,NA
"950","May2011b.r","Smoking during","Control mothers","71.2",78,"extracted from Table 3, page 2341",0,NA,NA,NA,NA,NA,NA,NA,112,"school",2011,NA,NA,"Italy","non-native","retrospective",FALSE,FALSE,"logical",FALSE,55.536,0,NA
"951","May2013d.r","Binge during 3+","Case mothers ARND","19.2",NA,"extracted from Table 1, page 505",0,NA,NA,NA,NA,NA,NA,NA,32,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,6.144,1,"ARND diagnosis"
"952","May2013d.r","Binge during 5+","Case mothers ARND","38.5",NA,"extracted from Table 1, page 505",0,NA,NA,NA,NA,NA,NA,NA,32,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,12.32,1,"ARND diagnosis"
"953","May2013d.r","Drinking more before","Case mothers ARND","32.1",NA,"extracted from Table 1, page 505",0,NA,NA,NA,NA,NA,NA,NA,32,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,10.272,1,"ARND diagnosis"
"954","May2013d.r","Binge during 3+","Case mothers FAS","21.2",NA,"extracted from Table 1, page 505",0,NA,NA,NA,NA,NA,NA,NA,63,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,13.356,1,"FAS diagnosis"
"955","May2013d.r","Binge during 5+","Case mothers FAS","40.4",NA,"extracted from Table 1, page 505",0,NA,NA,NA,NA,NA,NA,NA,63,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,25.452,1,"FAS diagnosis"
"956","May2013d.r","Drinking more before","Case mothers FAS","37.5",NA,"extracted from Table 1, page 505",0,NA,NA,NA,NA,NA,NA,NA,63,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,23.625,1,"FAS diagnosis"
"957","May2013d.r","Binge during 3+","Case mothers pFAS","25.6",NA,"extracted from Table 1, page 505",0,NA,NA,NA,NA,NA,NA,NA,48,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,12.288,1,"pFAS diagnosis"
"958","May2013d.r","Binge during 5+","Case mothers pFAS","46.2",NA,"extracted from Table 1, page 505",0,NA,NA,NA,NA,NA,NA,NA,48,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,22.176,1,"pFAS diagnosis"
"959","May2013d.r","Drinking more before","Case mothers pFAS","47.6",NA,"extracted from Table 1, page 505",0,NA,NA,NA,NA,NA,NA,NA,48,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,22.848,1,"pFAS diagnosis"
"960","May2013e.r","Binge during 3+","Case mothers ARND","19.2",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,35,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,6.72,NA,NA
"961","May2013e.r","Binge during 5+","Case mothers ARND","38.5",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,35,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,13.475,NA,NA
"962","May2013e.r","Consumes alcohol: current last year","Case mothers ARND","0",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,35,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,0,NA,NA
"963","May2013e.r","Drinking before","Case mothers ARND","0",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,35,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,0,NA,NA
"964","May2013e.r","Drinking during","Case mothers ARND","3.2",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,35,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,1.12,NA,NA
"965","May2013e.r","Drinking during first trimester","Case mothers ARND","0",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,35,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,0,NA,NA
"966","May2013e.r","Drinking during second trimester","Case mothers ARND","15.4",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,35,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,5.39,NA,NA
"967","May2013e.r","Drinking during third trimester","Case mothers ARND","48",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,35,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,16.8,NA,NA
"968","May2013e.r","Smoking current","Case mothers ARND","0",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,35,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,0,NA,NA
"969","May2013e.r","Smoking during","Case mothers ARND","13.6",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,35,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,4.76,NA,NA
"970","May2013e.r","Binge during 3+","Case mothers FAS","21.2",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,68,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,14.416,NA,NA
"971","May2013e.r","Binge during 5+","Case mothers FAS","40.4",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,68,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,27.472,NA,NA
"972","May2013e.r","Consumes alcohol: current last year","Case mothers FAS","0",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,68,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,0,NA,NA
"973","May2013e.r","Drinking before","Case mothers FAS","18.4",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,68,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,12.512,NA,NA
"974","May2013e.r","Drinking during","Case mothers FAS","8.6",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,68,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,5.848,NA,NA
"975","May2013e.r","Drinking during first trimester","Case mothers FAS","15.4",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,68,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,10.472,NA,NA
"976","May2013e.r","Drinking during second trimester","Case mothers FAS","26.9",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,68,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,18.292,NA,NA
"977","May2013e.r","Drinking during third trimester","Case mothers FAS","37.3",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,68,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,25.364,NA,NA
"978","May2013e.r","Smoking current","Case mothers FAS","2.29999999999999",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,68,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,1.56399999999999,NA,NA
"979","May2013e.r","Smoking during","Case mothers FAS","14",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,68,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,9.52,NA,NA
"980","May2013e.r","Binge during 3+","Case mothers pFAS","25.6",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,52,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,13.312,NA,NA
"981","May2013e.r","Binge during 5+","Case mothers pFAS","46.2",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,52,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,24.024,NA,NA
"982","May2013e.r","Consumes alcohol: current last year","Case mothers pFAS","3.09999999999999",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,52,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,1.612,NA,NA
"983","May2013e.r","Drinking before","Case mothers pFAS","5.4",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,52,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,2.808,NA,NA
"984","May2013e.r","Drinking during","Case mothers pFAS","10.9",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,52,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,5.668,NA,NA
"985","May2013e.r","Drinking during first trimester","Case mothers pFAS","17.5",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,52,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,9.1,NA,NA
"986","May2013e.r","Drinking during second trimester","Case mothers pFAS","30",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,52,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,15.6,NA,NA
"987","May2013e.r","Drinking during third trimester","Case mothers pFAS","48",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,52,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,24.96,NA,NA
"988","May2013e.r","Smoking current","Case mothers pFAS","21.9",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,52,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,11.388,NA,NA
"989","May2013e.r","Smoking during","Case mothers pFAS","5.7",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,52,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,2.964,NA,NA
"990","May2014.r","Binge current 3+","Case mothers","66.7",NA,"Binge 3 drinks, extracted from table 4 page 862",0,NA,NA,NA,NA,NA,NA,NA,30,"school",NA,2010,2011,"United States","non-native","retrospective",FALSE,FALSE,"logical",FALSE,20.01,1,"FASD diagnosis"
"991","May2014.r","Binge current 5+","Case mothers","81.5",NA,"Binge 5 drinks, extracted from table 4 page 862",0,NA,NA,NA,NA,NA,NA,NA,30,"school",NA,2010,2011,"United States","non-native","retrospective",FALSE,FALSE,"logical",FALSE,24.45,1,"FASD diagnosis"
"992","May2014.r","Binge current 3+","Control mothers","75",NA,"Binge 3 drinks, extracted from table 4 page 862",0,NA,NA,NA,NA,NA,NA,NA,80,"school",NA,2010,2011,"United States","non-native","retrospective",FALSE,FALSE,"logical",FALSE,60,0,"FASD diagnosis"
"993","May2014.r","Binge current 5+","Control mothers","91.1",NA,"Binge 5 drinks, extracted from table 4 page 862",0,NA,NA,NA,NA,NA,NA,NA,80,"school",NA,2010,2011,"United States","non-native","retrospective",FALSE,FALSE,"logical",FALSE,72.88,0,"FASD diagnosis"
"994","May2014a.r","Alcohol consumption: during first trimester","Case mothers","9.3",NA,"Extracted from table 1 page 34",0,NA,NA,NA,NA,NA,NA,NA,43,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,3.999,1,"FASD diagnosis"
"995","May2014a.r","Alcohol consumption: during second trimester","Case mothers","9.3",NA,"Extracted from table 1 page 34",0,NA,NA,NA,NA,NA,NA,NA,43,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,3.999,1,"FASD diagnosis"
"996","May2014a.r","Alcohol consumption: during third trimester","Case mothers","11.6",NA,"Extracted from table 1 page 34",0,NA,NA,NA,NA,NA,NA,NA,43,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,4.988,1,"FASD diagnosis"
"997","May2014a.r","Binge current","Case mothers","10.3",NA,"Binge 3+, Extracted from table 1 page 34",0,NA,NA,NA,NA,NA,NA,NA,43,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,4.429,1,"FASD diagnosis"
"998","May2014a.r","Binge during 3+","Case mothers","32.6",NA,"Binge 3+, Extracted from table 1 page 34",0,NA,NA,NA,NA,NA,NA,NA,43,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,14.018,1,"FASD diagnosis"
"999","May2014a.r","Binge during 5+","Case mothers","44.2",NA,"Binge 5+, Extracted from table 1 page 34",0,NA,NA,NA,NA,NA,NA,NA,43,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,19.006,1,"FASD diagnosis"
"1000","May2014a.r","Consumes alcohol: current","Case mothers","32.6",NA,"Extracted from table 1 page 34",0,NA,NA,NA,NA,NA,NA,NA,43,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,14.018,1,"FASD diagnosis"
"1001","May2014a.r","Smoking and binge 3+ during","Case mothers","44.2",NA,"Extracted from table 1 page 34",0,NA,NA,NA,NA,NA,NA,NA,43,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,19.006,1,"FASD diagnosis"
"1002","May2014a.r","Smoking and binge 5+ during","Case mothers","51.2",NA,"Extracted from table 1 page 34",0,NA,NA,NA,NA,NA,NA,NA,43,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,22.016,1,"FASD diagnosis"
"1003","May2014a.r","Smoking and drinking during","Case mothers","32.6",NA,"Extracted from table 1 page 34",0,NA,NA,NA,NA,NA,NA,NA,43,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,14.018,1,"FASD diagnosis"
"1004","May2014a.r","Smoking during","Case mothers","25.6",NA,"Extracted from table 1 page 34",0,NA,NA,NA,NA,NA,NA,NA,43,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,11.008,1,"FASD diagnosis"
"1005","May2014a.r","Alcohol consumption: during first trimester","Control mothers","77.6",NA,"Extracted from table 1 page 34",0,NA,NA,NA,NA,NA,NA,NA,85,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,65.96,0,"FASD diagnosis"
"1006","May2014a.r","Alcohol consumption: during second trimester","Control mothers","84.7",NA,"Extracted from table 1 page 34",0,NA,NA,NA,NA,NA,NA,NA,85,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,71.995,0,"FASD diagnosis"
"1007","May2014a.r","Alcohol consumption: during third trimester","Control mothers","87.1",NA,"Extracted from table 1 page 34",0,NA,NA,NA,NA,NA,NA,NA,85,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,74.035,0,"FASD diagnosis"
"1008","May2014a.r","Binge current","Control mothers","94.1",NA,"Binge 3+, Extracted from table 1 page 34",0,NA,NA,NA,NA,NA,NA,NA,85,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,79.985,0,"FASD diagnosis"
"1009","May2014a.r","Binge during 3+","Control mothers","90.6",NA,"Binge 3+, Extracted from table 1 page 34",0,NA,NA,NA,NA,NA,NA,NA,85,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,77.01,0,"FASD diagnosis"
"1010","May2014a.r","Binge during 5+","Control mothers","94.1",NA,"Binge 5+, Extracted from table 1 page 34",0,NA,NA,NA,NA,NA,NA,NA,85,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,79.985,0,"FASD diagnosis"
"1011","May2014a.r","Consumes alcohol: current","Control mothers","80",NA,"Extracted from table 1 page 34",0,NA,NA,NA,NA,NA,NA,NA,85,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,68,0,"FASD diagnosis"
"1012","May2014a.r","Smoking and binge 3+ during","Control mothers","92.9",NA,"Extracted from table 1 page 34",0,NA,NA,NA,NA,NA,NA,NA,85,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,78.965,0,"FASD diagnosis"
"1013","May2014a.r","Smoking and binge 5+ during","Control mothers","95.3",NA,"Extracted from table 1 page 34",0,NA,NA,NA,NA,NA,NA,NA,85,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,81.005,0,"FASD diagnosis"
"1014","May2014a.r","Smoking and drinking during","Control mothers","84.5",NA,"Extracted from table 1 page 34",0,NA,NA,NA,NA,NA,NA,NA,85,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,71.825,0,"FASD diagnosis"
"1015","May2014a.r","Smoking during","Control mothers","68.2",NA,"Extracted from table 1 page 34",0,NA,NA,NA,NA,NA,NA,NA,85,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,57.97,0,"FASD diagnosis"
"1016","May2017.r","Drank_3+_first_trim","Case mothers ARND","7.8",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,55,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,4.29,1,"ARND diagnosis"
"1017","May2017.r","Drank_3+_second_trim","Case mothers ARND","25.5",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,55,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,14.025,1,"ARND diagnosis"
"1018","May2017.r","Drank_3+_third_trim","Case mothers ARND","52.9",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,55,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,29.095,1,"ARND diagnosis"
"1019","May2017.r","Drank_5+_first_trim","Case mothers ARND","45.1",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,55,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,24.805,1,"ARND diagnosis"
"1020","May2017.r","Drank_5+_second_trim","Case mothers ARND","58.8",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,55,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,32.34,1,"ARND diagnosis"
"1021","May2017.r","Drank_5+_third_trim","Case mothers ARND","70.6",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,55,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,38.83,1,"ARND diagnosis"
"1022","May2017.r","Drank_first_trim","Case mothers ARND","0",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,55,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,0,1,"ARND diagnosis"
"1023","May2017.r","Drank_second_trim","Case mothers ARND","16.7",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,55,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,9.185,1,"ARND diagnosis"
"1024","May2017.r","Drank_third_trim","Case mothers ARND","40.7",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,55,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,22.385,1,"ARND diagnosis"
"1025","May2017.r","Drinks_3+_oc_pregn","Case mothers ARND","5.79999999999999",NA,"extracted from table 4 p.10",0,NA,NA,NA,NA,NA,NA,NA,55,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,3.19,1,"ARND diagnosis"
"1026","May2017.r","Drinks_5+_oc_pregn","Case mothers ARND","42.3",NA,"extracted from table 4 p.10",0,NA,NA,NA,NA,NA,NA,NA,55,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,23.265,1,"ARND diagnosis"
"1027","May2017.r","Drank_3+_first_trim","Case mothers FAS","27.8",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,118,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,32.804,1,"FAS diagnosis"
"1028","May2017.r","Drank_3+_second_trim","Case mothers FAS","41.7",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,118,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,49.206,1,"FAS diagnosis"
"1029","May2017.r","Drank_3+_third_trim","Case mothers FAS","49.1",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,118,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,57.938,1,"FAS diagnosis"
"1030","May2017.r","Drank_5+_first_trim","Case mothers FAS","36.5",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,118,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,43.07,1,"FAS diagnosis"
"1031","May2017.r","Drank_5+_second_trim","Case mothers FAS","47",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,118,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,55.46,1,"FAS diagnosis"
"1032","May2017.r","Drank_5+_third_trim","Case mothers FAS","55.2",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,118,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,65.136,1,"FAS diagnosis"
"1033","May2017.r","Drank_first_trim","Case mothers FAS","19",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,118,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,22.42,1,"FAS diagnosis"
"1034","May2017.r","Drank_second_trim","Case mothers FAS","28.6",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,118,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,33.748,1,"FAS diagnosis"
"1035","May2017.r","Drank_third_trim","Case mothers FAS","39.4",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,118,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,46.492,1,"FAS diagnosis"
"1036","May2017.r","Drinks_3+_oc_pregn","Case mothers FAS","26.3",NA,"extracted from table 4 p.10",0,NA,NA,NA,NA,NA,NA,NA,118,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,31.034,1,"FAS diagnosis"
"1037","May2017.r","Drinks_5+_oc_pregn","Case mothers FAS","34.7",NA,"extracted from table 4 p.10",0,NA,NA,NA,NA,NA,NA,NA,118,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,40.946,1,"FAS diagnosis"
"1038","May2017.r","Drank_3+_first_trim","Case mothers pFAS","46.2",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,91,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,42.042,1,"pFAS diagnosis"
"1039","May2017.r","Drank_3+_second_trim","Case mothers pFAS","64.8",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,91,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,58.968,1,"pFAS diagnosis"
"1040","May2017.r","Drank_3+_third_trim","Case mothers pFAS","83.5",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,91,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,75.985,1,"pFAS diagnosis"
"1041","May2017.r","Drank_5+_first_trim","Case mothers pFAS","61.5",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,91,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,55.965,1,"pFAS diagnosis"
"1042","May2017.r","Drank_5+_second_trim","Case mothers pFAS","74.7",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,91,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,67.977,1,"pFAS diagnosis"
"1043","May2017.r","Drank_5+_third_trim","Case mothers pFAS","87.9",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,91,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,79.989,1,"pFAS diagnosis"
"1044","May2017.r","Drank_first_trim","Case mothers pFAS","33",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,91,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,30.03,1,"pFAS diagnosis"
"1045","May2017.r","Drank_second_trim","Case mothers pFAS","54.8",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,91,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,49.868,1,"pFAS diagnosis"
"1046","May2017.r","Drank_third_trim","Case mothers pFAS","75.5",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,91,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,68.705,1,"pFAS diagnosis"
"1047","May2017.r","Drinks_3+_oc_pregn","Case mothers pFAS","46.2",NA,"extracted from table 4 p.10",0,NA,NA,NA,NA,NA,NA,NA,91,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,42.042,1,"pFAS diagnosis"
"1048","May2017.r","Drinks_5+_oc_pregn","Case mothers pFAS","60.4",NA,"extracted from table 4 p.10",0,NA,NA,NA,NA,NA,NA,NA,91,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,54.964,1,"pFAS diagnosis"
